Fecha,CPI Core,CPI Tradable,CPI Non-Tradable,CPI,CPI Non-Core,CPI Food and Energy,CPI Excluding Food and Energy,CPI Food and Beverages,CPI Excluding Food and Beverages,CPI Core Excluding Food and Beverages,CPI Imported,Wholesale Price Index,Reserve Requirement Rate,Monetary Policy Rate,Circulating Currency Seasonally Adjusted (mill S/),Net International Reserves (mill $),Real Minimum Wage (Index),Wheat (US$ per ton),Corn  (US$ per ton),Soybean oil (US$ per ton),Crude oil (US$ per barrel)
2007-11-01,0.3377710714305678,0.4486744468253633,0.4437928883370433,0.44562691588236336,0.5927035969111922,0.6709130832347943,0.16077513263474738,0.7243296136151741,0.18625459237463837,0.17347002313546875,0.8646457154439462,0.6727490085883057,8.26667301784684,5.0,0.019413896656777174,0.05857774206508637,-0.001108840774751041,-0.03159196127946029,0.11981504147966726,0.11912612163149028,0.10660190435650696
2007-12-01,0.35905300835595516,0.4608514551933461,0.46290189923277036,0.4618489136561495,0.6017900850090852,0.6865808188573066,0.17673600460037212,0.7503479187219366,0.19259005257552905,0.18373696930522285,0.8216821298476751,0.6986880896922641,9.73533324087828,5.0,0.02540168805673848,0.05089570365872165,-0.004510611572490775,0.1332440839978506,0.11545623836126628,0.029149247930094768,-0.033154533075539394
2008-01-01,0.3795638397910422,0.46802781683589323,0.47876377064531267,0.4741293165310118,0.6025830889294389,0.6915701417033921,0.197343951837735,0.7627179441099137,0.20403559797325227,0.19692496637214824,0.7564095450164323,0.7199845555377612,8.47596538456782,5.25,0.01557566327121429,0.11007981508902454,0.03543670081931416,0.01653580100267482,0.12317630833998439,0.10677616719343863,0.01304659071379266
2008-02-01,0.39406291142557925,0.45807744435752973,0.5043111969685747,0.4852273826539728,0.6086155346736937,0.6878337329559675,0.22710988597281556,0.75795196916426,0.22960998635723004,0.2151986875114958,0.6520954538710341,0.7284884626213407,9.81345929849397,5.25,0.03806697295421091,0.05104597065426031,-0.008988653835784288,0.20321061800154183,0.07697704905925407,0.15824430494187136,0.025807676825967407
2008-03-01,0.4071404509080488,0.44405304092454734,0.5335824570468544,0.4968686228810801,0.6179130940311957,0.6863249458297529,0.25568514808901865,0.7559748280673834,0.25389865378985677,0.23270435774607587,0.5479376406519658,0.7295161370180896,9.05250597360972,5.25,0.030838786643803795,0.03931158298768023,-0.010311080557034558,0.022583095526493402,0.052641955835962095,0.011058292033310435,0.10400890535070162
2008-04-01,0.4199150836463503,0.42828717199494865,0.5641468447772121,0.5085511019314336,0.6277538701761018,0.6856738266004717,0.28343413372168674,0.755716752012891,0.2767869683057185,0.24973272380921419,0.4432850316188978,0.7273699348927374,12.0038907733631,5.5,0.03603822603890405,0.06102573266619005,-0.001539826603477512,-0.1721485164236466,0.08926169354152158,-0.0027786703609502528,0.06897092462846621
2008-05-01,0.4325647088955299,0.4113660744379296,0.5952932558567993,0.5200965584545869,0.6374607372514296,0.6850650342808211,0.3109073195766854,0.7559451230305458,0.29902560732274874,0.2666459536906473,0.33727123947508514,0.7232206895118236,13.5924449287886,5.5,0.01789518011956126,-0.02150175438596491,-0.003681309684951617,-0.10399787027177343,-0.00041034058268429874,0.04423112217620484,0.11634507846912756
2008-06-01,0.4451028143293875,0.39358377858939975,0.626801031621593,0.5314983251480496,0.6469915802708613,0.6842294809684137,0.3384076531016057,0.7561257039044714,0.32108339538701514,0.2836243660147913,0.22956339622884392,0.7175009174492363,13.8567399133011,5.75,0.013576949234889168,0.018904730485670873,-0.007637247504660882,0.021662357570690682,0.16932520134490625,0.05562457288703504,0.06525662494168327
2008-07-01,0.4574923884829529,0.3751122955762566,0.6586192333284582,0.5428001205214328,0.6564946385007889,0.6831258102232094,0.3660842795018078,0.7559929639123275,0.3432901104169119,0.3007305851592406,0.1202590430924681,0.7104713925023441,12.6226810811728,6.0,0.003721746444004248,-0.019004448448673883,-0.005524034728116467,-0.05900633459249405,-0.08521035546956346,-0.03037859738739035,7.469375560198444e-05
2008-08-01,0.4696795384066849,0.356038844100407,0.6907228483474669,0.5540254983368029,0.6660961432508137,0.6817382705403542,0.39401444643118905,0.7553514942322825,0.36587354886015844,0.317970136693778,0.009604286376717827,0.7022996074320137,11.4728760740044,6.25,0.0050086178100472445,0.0021238125304938738,-0.005870188615946459,-0.012196704294796912,-0.16070073870528923,-0.15607545568340175,-0.12856147014784514
2008-09-01,0.4816237253940214,0.3364126793608244,0.7231168723774756,0.5651988002962068,0.6759094572666899,0.680067387017564,0.422250468984594,0.7540963316424711,0.38897293397210164,0.3353487176907075,-0.10206762332742186,0.6930717705392143,10.7876011054917,6.5,0.01759613717302755,-0.00615745911733534,-0.0056400231941106105,-0.12549424012685884,-0.006954484488493451,-0.07823080247803504,-0.10387149699108222
2008-10-01,0.4932950002678716,0.3162466376276635,0.7558178852237547,0.5763372107438705,0.6860142609499218,0.6781427712932986,0.45079045716105653,0.7522091451036312,0.412632897052455,0.35286155902680044,-0.2145310503634499,0.6827586806911751,11.862506253031,6.5,0.003966183227424036,-0.07979367183447639,-0.006093923709230342,-0.20620658125392244,-0.26078548348995534,-0.24447487761359232,-0.26718915845140323
2008-11-01,0.5046732612484719,0.29551397984986927,0.7889264314860454,0.5874902997867772,0.6965550159403784,0.6761135836127221,0.47955963552362607,0.7498649704602335,0.4367869924869157,0.37048449796117,-0.3276119319245402,0.671224518116021,10.084114118979,6.5,0.006653338408811438,-0.03015689099051133,-0.003080715054006533,0.02193960750501467,-0.09090800762630824,-0.10256375985711008,-0.2539499965953199
2008-12-01,0.5157455660088823,0.274156378485269,0.8225239780654974,0.5986818729314798,0.7076081573626558,0.6741205748154275,0.5084467396803406,0.7473012154108362,0.46127038172214685,0.3881444925693266,-0.4411024501755351,0.6582902103098832,12.516334174122,6.5,-0.005560794574124728,0.00729738456570872,-0.003589304919205949,-0.012756435534606592,-0.010237118401909218,-0.07752379843460477,-0.28743052856476736
