Fecha,CPI,CPI Tradable,CPI Non-Tradable,CPI Core,CPI Non-Core,CPI Food and Energy,CPI Excluding Food and Energy,CPI Food and Beverages,CPI Excluding Food and Beverages,CPI Core Excluding Food and Beverages,CPI Imported,Wholesale Price Index,Reserve Requirement Rate,Monetary Policy Rate,Circulating Currency Seasonally Adjusted (mill S/),Net International Reserves (mill $),Real Minimum Wage (Index),Wheat (US$ per ton),Corn  (US$ per ton),Soybean oil (US$ per ton),Crude oil (US$ per barrel)
2010-12-01,0.25576894712173154,0.2655862637190574,0.25075730831617826,0.23398138048719144,0.29806589409967477,0.38257432256158475,0.1555048321498311,0.3696460278881972,0.1837492277506851,0.17743475170620715,0.384966333986428,0.49838197167464243,16.4558322981118,3.0,0.015116182239341303,2.2673680391882556e-05,0.052666803319090016,0.12531601293342165,0.06365250494669517,0.09506944244483395,0.05954615053149759
2011-01-01,0.26822888816218154,0.2825542377350267,0.2602826921159818,0.24600363550092447,0.31143677151798155,0.40024508208681103,0.16367610197616947,0.3869652317603236,0.19370829984136229,0.1854185295629457,0.4002243282527247,0.5125978348784089,12.7040646458697,3.25,0.012799492808810653,0.00920530552091603,-0.0038891795274145213,0.059449681913129604,0.08266874148998293,0.04985951187262172,0.0007093951344816496
2011-02-01,0.28239776033815056,0.3011333809866544,0.2715527990578997,0.25780693207798727,0.3300442170698435,0.4211781969216441,0.1723048842839966,0.40732937332749286,0.20458729468538833,0.1926118803563836,0.4136440750957806,0.5244510707399487,12.2739932429274,3.5,0.005363737206461439,0.0394733886005707,0.030542773935732015,0.07441053493685068,0.09140495867768594,0.009032588161211441,-0.009877116067713687
2011-03-01,0.2989496646179665,0.3176972448771088,0.2879104864484908,0.2688915338587959,0.35663958958822595,0.44739089838260654,0.18094184079017253,0.4348265510348658,0.21473700274622107,0.19874346967760834,0.42232026349813023,0.5319365505982769,11.6531186750104,3.75,0.007948507239175395,-0.0030474626091466783,-0.006975680813195995,-0.08945660568578417,-0.009409425228320778,0.00030667260226691084,0.1635221517757719
2011-04-01,0.31648519932379526,0.3289161151856835,0.3091295424895649,0.2787162604693576,0.38828800335955727,0.4771964473148548,0.18843451740375267,0.4688668473043631,0.22217691793739414,0.2033676702965132,0.4221239152612485,0.5304559540778107,13.2722473302746,4.0,0.01678144287449035,0.008346521560040676,-0.006763079376027492,0.10988121898529446,0.10998056494599862,0.03647070125965168,0.06591847374280402
2011-05-01,0.3325499887691344,0.3332316658626029,0.3321834427399928,0.28729124406933315,0.41804603813919067,0.5064117367202079,0.19368978733580022,0.5044051819076344,0.22600026287364774,0.20668794236672364,0.4097203805744764,0.5160433566857515,12.4847028592349,4.25,0.015882551077042395,-0.0044074647402820855,0.00023711560279182642,0.0048192597155138905,-0.031837411268757165,-0.013102482779689173,-0.07981597618580749
2011-06-01,0.34476785169122903,0.33068942896689213,0.35324718658781323,0.294507709351467,0.43940391942746787,0.5298749780063219,0.19657425943945545,0.5346427450759992,0.22664727352364952,0.20901226132954998,0.3865969799416853,0.4888480656712983,14.6608328035715,4.25,0.015460322031816132,0.018247781113006623,-0.0009904486713805394,-0.08736863277518148,0.0110579410243139,-0.017498605125049194,-0.045812326255129876
2011-07-01,0.35207271359524384,0.32282846704865426,0.3697257154279226,0.30030965643959073,0.4493439102046269,0.5443032874790882,0.19776403394110817,0.5549897964230043,0.2252763391098338,0.21076171016710563,0.3566013287273564,0.4503925386081168,13.6836086722409,4.25,0.009886235171318924,0.011070580251102857,-0.00786714067779648,-0.06218195699999507,-0.030575479312286213,0.005016924920131061,0.00956401277959884
2011-08-01,0.35349693518818764,0.3112282849954401,0.3791034238551891,0.3044265982385237,0.4456865536660842,0.5463708935022773,0.19827342764585582,0.5604933517870619,0.22351040243586262,0.2124294892455514,0.32375071326643456,0.40280542988472134,12.4005429467944,4.25,0.018052390629288206,0.017640642698326214,0.06383878958007472,0.07836041818448103,0.0493563005613582,-0.006056116431411684,-0.11175912181105119
2011-09-01,0.3487555454672436,0.2972925607025986,0.3800252710165795,0.3065121392821436,0.42828531100350714,0.5346747052539848,0.198815898730794,0.5492769336767906,0.2221987948808611,0.21402335666470884,0.2904179046978394,0.3493742227178504,14.3550396061797,4.25,0.01505111771121137,-0.0092136452643512,0.05117463781047715,-0.025576324504092973,-0.07148949198504184,-0.003485481340315233,-0.008362584158126296
2011-10-01,0.33877703416559873,0.2819387600427976,0.3733522094679737,0.3064583216358105,0.3999123509501714,0.5113437646748988,0.1993455098139194,0.5248001130897689,0.22076243470930687,0.21510999248525173,0.25679008245942214,0.29216214006422253,15.3887161772122,4.25,0.007176364624432274,0.01306482483148863,-0.003138622785501588,-0.08925484620540869,-0.08248207191869095,-0.08900017716883868,0.008264527591642867
2011-11-01,0.3266748991206754,0.2664295672965739,0.36324537211143093,0.30474545100275163,0.3686163565955881,0.48344017806171236,0.1998093921659784,0.4957817231751082,0.21892086931867785,0.21545807224525573,0.22414835842771444,0.23394488779488304,14.9603911169717,4.25,0.0030321355870490674,0.007269590931493264,-0.004295697591478853,-0.019746862456770597,-0.004937655509790639,0.008872057233392239,0.12536921833800774
2011-12-01,0.31546873596962755,0.2509809501377698,0.3544269173026558,0.30140491993052,0.3428628868316198,0.45899570433438214,0.19913421374296014,0.47194522728432936,0.21547506807612204,0.21429757341562033,0.19465947954477378,0.17877618113408597,17.584297120722,4.25,0.0071228424688329905,-0.004770642201834874,-0.0027017676135063784,-0.007061328657095078,-0.04361047244678562,-0.007331576153937647,0.015345017198211908
2012-01-01,0.3046661936604416,0.23475431881037773,0.3466755148008912,0.2967052191044235,0.32079025026036273,0.43812625037368863,0.19629960609763009,0.45455251002264885,0.2087347327870442,0.21122404279268875,0.1674760867141527,0.12879969483702275,15.4787367856762,4.25,0.01865275698409441,0.04125696492953135,0.0010142442296536824,0.03811220789050607,0.051531601395891524,0.01736325080653356,0.015371213657564331
2012-02-01,0.29321339804226393,0.21800472058611164,0.338195481840294,0.2914471881058003,0.2979895200053459,0.41861694226992663,0.19121097573839396,0.44023343720853014,0.19901280627124057,0.20667144702515286,0.14084929853943742,0.08511581567777392,17.4839646264027,4.25,0.015878044661670865,0.048888451701750935,-0.003238566536200582,-0.015745713490073143,0.04031789344669501,0.024243025792942907,0.021193058179152846
2012-03-01,0.28104282024502464,0.2013842523600852,0.32850822399463725,0.28628380760389516,0.2730045618961422,0.3988262853202585,0.1850526678815912,0.4257326642440675,0.18820470487665802,0.20146450108913233,0.11566004685597987,0.04849986829381624,16.9901948035014,4.25,0.017550306396590942,0.04640345118634537,-0.007601930664626333,-0.022043466694496083,-0.006960807480673181,0.01867521321507226,0.03813519140516175
