Fecha,CPI,CPI Tradable,CPI Non-Tradable,CPI Core,CPI Non-Core,CPI Food and Energy,CPI Excluding Food and Energy,CPI Food and Beverages,CPI Excluding Food and Beverages,CPI Core Excluding Food and Beverages,CPI Imported,Wholesale Price Index,Reserve Requirement Rate,Monetary Policy Rate,Circulating Currency Seasonally Adjusted (mill S/),Net International Reserves (mill $),Real Minimum Wage (Index)
2007-01-01,0.1699058264848527,0.1477897822423416,0.1858265051621381,0.1692217440385733,0.1716686528247128,0.2181559245220005,0.1105227028412298,0.2460102263421433,0.1012302964766997,0.1368209766557142,0.3525496161052627,0.2386982899562078,8.97487700494481,4.5,0.0272259533905072,0.0332272069464543,-9.426981893245756e-05
2007-02-01,0.1905200252935761,0.1700867428483448,0.2052471289254437,0.1812028854250549,0.2040191716660306,0.2539047445988749,0.1121036021727769,0.280932305965835,0.1085023580923972,0.1394709800919555,0.4099746531117887,0.2701097680202796,8.87765523227276,4.5,0.0231116265885398,0.0160793321754719,-0.0025879580911263
2007-03-01,0.2139819864891536,0.1955515848403677,0.2272913535160215,0.1945443767406298,0.2412286481249418,0.2941209719682625,0.1144430562276231,0.3208235103155505,0.1166185500366726,0.1423542259727102,0.4690416311079594,0.3061346707177079,8.78434648551059,4.5,0.0148010374957616,0.0160454344949272,-0.0034762283856915
2007-04-01,0.239636341563716,0.2233826820969916,0.2514091014451698,0.2091930600470656,0.281819800878138,0.3374991299903206,0.1176906699280396,0.364649813957417,0.1252659877042643,0.1455384992821522,0.52714251327735,0.345700439081688,8.62396727844235,4.5,0.0145282797724546,0.0693004829869212,-0.0017788978849526
2007-05-01,0.266661761864346,0.2526930837023912,0.2768266592356214,0.2250431823321628,0.3239962137084777,0.3823917407912484,0.1220549694826617,0.410871614674578,0.1342796325139092,0.1491441582919628,0.5816303455348175,0.3876153964378623,9.0497652837141,4.5,0.0212685541265709,0.0795269995939911,-0.0048946409485898
2007-06-01,0.2941917932168179,0.2824969982445055,0.302760018135777,0.2419284106193525,0.3659381054444135,0.4270412266558671,0.1277891754007972,0.4576867816391547,0.1436542722711882,0.1533343972225201,0.6298584865554712,0.4306558615036115,8.98373164744265,4.5,0.0219725588528907,0.0120821776127122,-0.0046749626944878
2007-07-01,0.3214308320978409,0.3116793249334494,0.3286329475066845,0.2596238246512151,0.4060740465713735,0.4698222462098549,0.1351514365592184,0.5033456683308607,0.1534796567691389,0.1582914286862425,0.6691898117536168,0.4735673653745114,8.94526044698103,4.75,0.0110450063954723,0.0838442958008176,-0.0047329450039343
2007-08-01,0.3477048109417496,0.3389778115449276,0.3541762874592901,0.2778557537791393,0.4431889088047019,0.5093788092107616,0.1443461997889492,0.5463892191328984,0.163817807977577,0.1641851343518513,0.6970223721836891,0.5149856292373305,9.32473349960874,4.75,0.0297604958724508,0.0315433077615394,-0.0013672045729831
2007-09-01,0.3724431491951934,0.363022576377516,0.3793704275449249,0.2963130282744709,0.4763673173399694,0.5446364664538318,0.1554637337992306,0.5857374853225776,0.1745831200995662,0.171144682668084,0.7109045680293196,0.5533429854086563,8.39602787699219,5.0,0.0189652520549572,-0.0516016452698492,-0.006087718927392
2007-10-01,0.3951264847183382,0.3824545749444951,0.404274606423594,0.3146618920909876,0.504848545010391,0.5747262294344085,0.1684522329946932,0.6206124932971,0.1855087663673703,0.1792396454729434,0.7087399329022271,0.5868372101629062,8.5992650216756,5.0,0.0269645046785438,0.0903754326017436,0.0566818639383099
2007-11-01,0.4152302628249136,0.3960868985582247,0.4288198544233628,0.3325535758435677,0.527881309281059,0.5988846971236176,0.1831130330897475,0.6503793383426658,0.1961831803755155,0.188465403056525,0.6890762944260171,0.6134821871168051,8.26667301784684,5.0,0.0194138966567771,0.0585777420650863,-0.001108840774751
